row_id,food_category,food_department,food_family,store_sales(in millions),store_cost(in millions),unit_sales(in millions),promotion_name,sales_country,marital_status,gender,total_children,education,member_card,occupation,houseowner,avg_cars_at home(approx),avg. yearly_income,num_children_at_home,avg_cars_at home(approx).1,brand_name,SRP,gross_weight,net_weight,recyclable_package,low_fat,units_per_case,store_type,store_city,store_state,store_sqft,grocery_sqft,frozen_sqft,meat_sqft,coffee_bar,video_store,salad_bar,prepared_food,florist,media_type,cost
87,Kitchen Products,Household,Non-Consumable,10.52,4.1028,4,Super Savers,Mexico,M,M,2,High School Degree,Bronze,Manual,N,3,$30K - $50K,2,3,Red Wing,2.63,8.79,5.78,0,0,23,Supermarket,Orizaba,Veracruz,34791,26354,5062,3375,0,0,1,1,0,TV,137.55
88,Bread,Baked Goods,Food,1.06,0.477,2,Green Light Special,USA,M,F,1,High School Degree,Silver,Manual,N,3,$30K - $50K,1,3,Sphinx,0.53,8.16,6.15,1,1,33,Small Grocery,San Francisco,CA,22478,15321,4294,2863,1,0,0,0,0,Cash Register Handout,127.19
89,Pain Relievers,Health and Hygiene,Non-Consumable,6.36,2.6076,2,Mystery Sale,Mexico,M,F,5,High School Degree,Bronze,Skilled Manual,Y,1,$30K - $50K,0,1,Bird Call,3.18,20.5,17.5,1,0,25,Supermarket,Acapulco,Guerrero,23593,17475,3671,2447,0,0,0,0,0,"Sunday Paper, Radio",137.47
90,Cleaning Supplies,Household,Non-Consumable,8.4,3.192,5,Price Savers,USA,M,F,3,High School Degree,Bronze,Professional,Y,2,$130K - $150K,2,2,Red Wing,1.68,10.4,7.39,1,0,11,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,"Sunday Paper, Radio",80.29
91,Eggs,Eggs,Food,5.68,2.3856,4,Big Time Discounts,Mexico,M,M,2,Bachelors Degree,Bronze,Management,N,2,$50K - $70K,2,2,Jumbo,1.42,21.7,19.7,0,1,4,Supermarket,Orizaba,Veracruz,34791,26354,5062,3375,0,0,1,1,0,Daily Paper,95.98
92,Starchy Foods,Starchy Foods,Food,11.4,4.446,3,Price Winners,Mexico,M,M,1,Partial High School,Bronze,Management,Y,3,$130K - $150K,0,3,Medalist,3.8,13.9,11.8,1,0,1,Mid-Size Grocery,Hidalgo,Zacatecas,38382,30351,4819,3213,0,0,0,0,0,Radio,91.58
93,Snack Foods,Snack Foods,Food,7.23,3.3981,3,Super Wallet Savers,USA,M,F,2,Bachelors Degree,Bronze,Management,N,3,$50K - $70K,1,3,Fort West,2.41,9.79,8.78,1,1,19,Supermarket,Bremerton,WA,39696,24390,9184,6122,0,0,1,1,0,"Daily Paper, Radio",109.14
94,Jams and Jellies,Baking Goods,Food,4.56,1.8696,2,Sales Days,USA,S,F,2,Bachelors Degree,Bronze,Professional,Y,1,$90K - $110K,0,1,Plato,2.28,12.7,10.6,1,0,6,Supermarket,Spokane,WA,30268,22063,4923,3282,0,0,0,0,0,Bulk Mail,116.74
95,Kitchen Products,Household,Non-Consumable,5.7,1.824,2,Super Duper Savers,USA,S,F,2,Bachelors Degree,Bronze,Professional,N,2,$30K - $50K,0,2,Denny,2.85,13.8,10.8,1,0,6,Supermarket,Bremerton,WA,39696,24390,9184,6122,0,0,1,1,0,Cash Register Handout,129.5
96,Snack Foods,Snack Foods,Food,10.08,3.8304,3,Mystery Sale,USA,S,F,3,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,0,3,Horatio,3.36,20.4,18.3,1,0,12,Gourmet Supermarket,Beverly Hills,CA,23688,15337,5011,3340,1,1,1,1,1,"Daily Paper, Radio",68.84
97,Vegetables,Produce,Food,11.58,3.5898,3,Dollar Cutters,USA,S,M,5,High School Degree,Bronze,Manual,N,4,$30K - $50K,0,4,Hermanos,3.86,17.3,16.2,0,0,34,Supermarket,Bremerton,WA,39696,24390,9184,6122,0,0,1,1,0,TV,66.18
98,Cold Remedies,Health and Hygiene,Non-Consumable,10.5,5.145,3,Shelf Emptiers,Mexico,M,M,3,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,2,2,Steady,3.5,21.8,20.7,1,0,1,Gourmet Supermarket,Camacho,Zacatecas,23759,16844,4149,2766,1,0,1,1,1,"Daily Paper, Radio",147.82
99,Kitchen Products,Household,Non-Consumable,11.31,3.7323,3,Saving Days,USA,S,F,4,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,0,2,High Quality,3.77,8.39,6.39,1,0,21,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,"Daily Paper, Radio",118.36
100,Vegetables,Produce,Food,2.9,0.957,2,Sales Galore,USA,M,M,4,Bachelors Degree,Bronze,Professional,N,3,$70K - $90K,1,3,Tell Tale,1.45,17.1,15.1,1,1,13,Gourmet Supermarket,Beverly Hills,CA,23688,15337,5011,3340,1,1,1,1,1,Bulk Mail,96.55
101,Pizza,Frozen Foods,Food,10.28,3.3924,4,Sales Galore,USA,S,M,4,Bachelors Degree,Bronze,Professional,Y,1,$50K - $70K,0,1,Carrington,2.57,12.1,11.1,1,1,35,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,Product Attachment,149.08
102,Beer and Wine,Alcoholic Beverages,Drink,15.2,6.536,4,Big Time Discounts,Mexico,M,M,2,Partial College,Silver,Management,N,1,$90K - $110K,1,1,Walrus,3.8,9.9,6.89,1,0,32,Deluxe Supermarket,Hidalgo,Zacatecas,30584,21938,5188,3458,1,1,1,1,1,Street Handout,62.74
103,Beer and Wine,Alcoholic Beverages,Drink,2.31,1.1319,1,Coupon Spectacular,USA,M,M,1,Partial High School,Bronze,Manual,Y,2,$10K - $30K,1,2,Top Measure,2.31,7.38,4.38,0,0,10,Small Grocery,Bellingham,WA,28206,22271,3561,2374,1,0,0,0,0,Daily Paper,90.58
104,Cleaning Supplies,Household,Non-Consumable,5.9,2.419,2,Save-It Sale,USA,M,M,2,Partial College,Bronze,Professional,Y,1,$130K - $150K,2,1,Red Wing,2.95,15.2,13.1,0,0,35,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,Radio,144.38
105,Snack Foods,Snack Foods,Food,6.9,2.829,3,Price Savers,USA,M,M,0,High School Degree,Normal,Skilled Manual,N,1,$10K - $30K,0,1,Fort West,2.3,8.32,6.31,0,0,23,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,"Sunday Paper, Radio",80.29
106,Pizza,Frozen Foods,Food,10.38,3.8406,3,Super Savers,USA,S,F,1,High School Degree,Bronze,Manual,Y,3,$30K - $50K,0,3,Imagine,3.46,11,9,0,1,25,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,Cash Register Handout,71.51
107,Meat,Meat,Food,5.25,2.1525,3,Two for One,USA,S,F,2,Partial College,Normal,Manual,N,4,$30K - $50K,0,4,Ship Shape,1.75,8.26,6.26,0,0,31,Supermarket,Spokane,WA,30268,22063,4923,3282,0,0,0,0,0,"Daily Paper, Radio, TV",57.52
108,Snack Foods,Snack Foods,Food,8.1,2.673,3,Sales Days,USA,S,M,2,High School Degree,Bronze,Manual,N,2,$30K - $50K,0,2,Best Choice,2.7,14.4,12.3,0,1,17,Supermarket,Bremerton,WA,39696,24390,9184,6122,0,0,1,1,0,Daily Paper,62.71
109,Paper Products,Household,Non-Consumable,6.45,1.9995,3,Price Savers,USA,M,F,2,Partial High School,Bronze,Professional,Y,2,$110K - $130K,2,2,High Quality,2.15,7.88,4.88,1,0,4,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,"Sunday Paper, Radio",111.7
110,Snack Foods,Snack Foods,Food,10.92,4.1496,4,Two for One,USA,S,M,4,Graduate Degree,Bronze,Professional,N,3,$70K - $90K,0,3,Nationeel,2.73,9.7,8.69,0,0,29,Supermarket,Spokane,WA,30268,22063,4923,3282,0,0,0,0,0,"Daily Paper, Radio, TV",57.52
111,Dairy,Dairy,Food,3.96,1.6236,3,Shelf Clearing Days,Mexico,S,M,1,Bachelors Degree,Bronze,Professional,N,2,$70K - $90K,0,2,Carlson,1.32,20.9,18.8,1,0,16,Deluxe Supermarket,Merida,Yucatan,30797,20141,6393,4262,1,1,1,1,1,Sunday Paper,98.81
112,Cleaning Supplies,Household,Non-Consumable,11.67,4.9014,3,Bye Bye Baby,USA,M,F,1,Bachelors Degree,Silver,Professional,N,4,$50K - $70K,0,4,Cormorant,3.89,6.21,4.21,1,0,17,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,Radio,90.58
113,Beer and Wine,Alcoholic Beverages,Drink,1.08,0.3456,2,Super Duper Savers,Canada,M,M,3,Bachelors Degree,Normal,Management,Y,2,$50K - $70K,1,2,Pearl,0.54,9.01,7.01,0,0,8,Deluxe Supermarket,Vancouver,BC,23112,16418,4016,2678,1,1,1,1,1,"Daily Paper, Radio",60.87
114,Fruit,Produce,Food,7.48,2.4684,4,Three for One,USA,M,F,2,High School Degree,Normal,Management,Y,3,$70K - $90K,2,3,High Top,1.87,17.3,15.2,1,0,16,Supermarket,Bremerton,WA,39696,24390,9184,6122,0,0,1,1,0,Sunday Paper,118.25
115,Baking Goods,Baking Goods,Food,2.46,0.8856,3,Best Savings,USA,M,M,4,Bachelors Degree,Bronze,Professional,N,2,$50K - $70K,2,2,Landslide,0.82,15.1,13.1,1,0,30,Gourmet Supermarket,Beverly Hills,CA,23688,15337,5011,3340,1,1,1,1,1,"Daily Paper, Radio, TV",53.82
116,Snack Foods,Snack Foods,Food,14.32,4.7256,4,Weekend Markdown,USA,S,M,2,High School Degree,Bronze,Manual,N,1,$50K - $70K,0,1,Nationeel,3.58,14.4,12.3,1,0,5,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,"Daily Paper, Radio",69.63
117,Vegetables,Produce,Food,2.19,1.0512,3,Save-It Sale,USA,M,F,4,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,1,0,Tell Tale,0.73,18.7,16.7,0,1,25,Supermarket,Spokane,WA,30268,22063,4923,3282,0,0,0,0,0,"Daily Paper, Radio, TV",89.37
118,Fruit,Produce,Food,1.48,0.6216,2,Go For It,USA,M,M,1,Partial High School,Normal,Manual,N,1,$10K - $30K,1,1,Hermanos,0.74,8.69,7.68,0,0,11,Supermarket,Spokane,WA,30268,22063,4923,3282,0,0,0,0,0,Street Handout,97.45
119,Starchy Foods,Starchy Foods,Food,5.4,1.944,3,Price Winners,Mexico,M,F,0,Partial High School,Bronze,Skilled Manual,N,3,$30K - $50K,0,3,Monarch,1.8,13.2,11.1,0,0,24,Deluxe Supermarket,Hidalgo,Zacatecas,30584,21938,5188,3458,1,1,1,1,1,Radio,91.58
120,Vegetables,Canned Foods,Food,11.49,5.4003,3,Two for One,Mexico,M,F,5,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,5,0,Blue Label,3.83,21.2,18.2,0,1,31,Mid-Size Grocery,Hidalgo,Zacatecas,38382,30351,4819,3213,0,0,0,0,0,Cash Register Handout,123.63
121,Hygiene,Health and Hygiene,Non-Consumable,5.12,1.8432,4,Money Savers,Canada,M,M,5,Partial High School,Normal,Manual,Y,1,$10K - $30K,5,1,Steady,1.28,9.18,6.18,0,0,29,Deluxe Supermarket,Vancouver,BC,23112,16418,4016,2678,1,1,1,1,1,Sunday Paper,107.2
122,Vegetables,Canned Foods,Food,15.32,5.362,4,Price Winners,Mexico,M,M,3,Bachelors Degree,Bronze,Professional,Y,3,$50K - $70K,1,3,Just Right,3.83,15.2,13.1,0,0,3,Gourmet Supermarket,Camacho,Zacatecas,23759,16844,4149,2766,1,0,1,1,1,"Sunday Paper, Radio, TV",147.18
123,Beer and Wine,Alcoholic Beverages,Drink,5.58,2.511,3,Big Promo,USA,S,M,2,Bachelors Degree,Bronze,Professional,Y,2,$130K - $150K,0,2,Pearl,1.86,10.3,8.3,0,0,11,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,Cash Register Handout,123.88
124,Magazines,Periodicals,Non-Consumable,3.28,1.6072,2,Go For It,USA,M,F,1,Graduate Degree,Silver,Management,Y,3,$70K - $90K,1,3,Mighty Good,1.64,18.3,17.2,1,0,6,Supermarket,Bremerton,WA,39696,24390,9184,6122,0,0,1,1,0,Radio,105.74
125,Fruit,Produce,Food,11.46,4.9278,3,Sales Days,USA,M,M,3,High School Degree,Golden,Manual,Y,2,$30K - $50K,3,2,Tell Tale,3.82,17.1,15.1,1,0,10,Supermarket,Spokane,WA,30268,22063,4923,3282,0,0,0,0,0,Bulk Mail,116.74
126,Vegetables,Produce,Food,3.72,1.5624,3,Two Day Sale,Mexico,M,M,2,High School Degree,Bronze,Skilled Manual,Y,1,$30K - $50K,2,1,High Top,1.24,13.5,11.5,1,1,7,Mid-Size Grocery,Mexico City,DF,36509,22450,8435,5624,0,0,0,0,0,"Daily Paper, Radio",140.53
127,Baking Goods,Baking Goods,Food,5.4,2.16,4,Shelf Clearing Days,USA,M,M,5,Partial High School,Golden,Professional,Y,3,$70K - $90K,3,3,BBB Best,1.35,16.1,14.1,0,0,30,Gourmet Supermarket,Beverly Hills,CA,23688,15337,5011,3340,1,1,1,1,1,"Sunday Paper, Radio, TV",101.96
128,Breakfast Foods,Breakfast Foods,Food,9.4,4.23,4,Price Savers,USA,S,F,4,Partial High School,Normal,Manual,Y,2,$10K - $30K,0,2,Johnson,2.35,21.2,19.2,0,1,6,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,In-Store Coupon,81.85
129,Hardware,Household,Non-Consumable,10.56,5.28,3,Savings Galore,Mexico,M,M,3,Bachelors Degree,Golden,Professional,Y,4,$50K - $70K,3,4,Red Wing,3.52,21.3,19.2,1,0,26,Supermarket,Orizaba,Veracruz,34791,26354,5062,3375,0,0,1,1,0,Product Attachment,105.19
130,Dairy,Dairy,Food,8.79,4.3071,3,Weekend Markdown,USA,M,M,5,High School Degree,Bronze,Manual,Y,2,$30K - $50K,2,2,Gorilla,2.93,20.8,19.7,1,1,29,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,Street Handout,117.4
131,Packaged Vegetables,Produce,Food,4.98,1.6932,3,Dollar Cutters,USA,M,F,4,Graduate Degree,Silver,Management,Y,4,$70K - $90K,4,4,Tri-State,1.66,13.6,11.6,0,0,23,Supermarket,Bremerton,WA,39696,24390,9184,6122,0,0,1,1,0,TV,66.18
132,Vegetables,Produce,Food,11.55,3.5805,3,Dimes Off,Mexico,S,M,4,High School Degree,Bronze,Skilled Manual,N,3,$30K - $50K,0,3,High Top,3.85,6.82,4.82,1,1,16,Deluxe Supermarket,Merida,Yucatan,30797,20141,6393,4262,1,1,1,1,1,In-Store Coupon,90.77
133,Jams and Jellies,Baking Goods,Food,2.42,1.1374,2,Super Savers,USA,S,F,2,Partial College,Normal,Manual,N,4,$30K - $50K,0,4,Plato,1.21,19,17,1,0,24,Supermarket,Spokane,WA,30268,22063,4923,3282,0,0,0,0,0,"Sunday Paper, Radio",64.99
134,Dairy,Dairy,Food,7.53,3.4638,3,Two Day Sale,USA,S,M,2,Bachelors Degree,Normal,Professional,N,1,$70K - $90K,0,1,Booker,2.51,14.1,12.1,1,0,15,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,Daily Paper,103.65
135,Carbonated Beverages,Beverages,Drink,4.88,2.0496,4,Unbeatable Price Savers,USA,S,M,2,High School Degree,Bronze,Professional,Y,2,$130K - $150K,0,2,Skinner,1.22,15.2,13.1,1,0,29,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,Bulk Mail,66.78
136,Vegetables,Produce,Food,5.28,2.3232,4,Two Day Sale,USA,M,F,3,Partial College,Bronze,Clerical,Y,3,$30K - $50K,2,3,Ebony,1.32,6.29,5.28,1,1,28,Gourmet Supermarket,Beverly Hills,CA,23688,15337,5011,3340,1,1,1,1,1,"Daily Paper, Radio",149.75
137,Electrical,Household,Non-Consumable,3.99,1.6758,3,Double Down Sale,USA,S,M,0,Partial High School,Bronze,Manual,N,3,$30K - $50K,0,3,Red Wing,1.33,20.6,18.6,1,0,29,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,TV,95.74
138,Specialty,Produce,Food,6.78,2.373,2,Super Duper Savers,Canada,M,M,2,Partial High School,Normal,Manual,Y,1,$10K - $30K,1,1,Hermanos,3.39,17.4,15.3,1,1,11,Deluxe Supermarket,Vancouver,BC,23112,16418,4016,2678,1,1,1,1,1,"Daily Paper, Radio",60.87
139,Plastic Products,Household,Non-Consumable,6.92,2.6296,2,Coupon Spectacular,Mexico,S,M,2,High School Degree,Bronze,Manual,N,3,$30K - $50K,0,3,Red Wing,3.46,16.5,15.5,1,0,17,Mid-Size Grocery,Mexico City,DF,36509,22450,8435,5624,0,0,0,0,0,In-Store Coupon,125.83
140,Baking Goods,Baking Goods,Food,3.04,1.064,2,Coupon Spectacular,USA,S,F,1,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,0,2,CDR,1.52,17.9,16.8,0,0,19,Small Grocery,Bellingham,WA,28206,22271,3561,2374,1,0,0,0,0,Daily Paper,90.58
141,Jams and Jellies,Baking Goods,Food,5.92,2.6048,4,Sales Days,USA,M,M,2,Graduate Degree,Bronze,Management,Y,4,$70K - $90K,1,4,BBB Best,1.48,7.65,4.65,1,0,5,Supermarket,Spokane,WA,30268,22063,4923,3282,0,0,0,0,0,Bulk Mail,116.74
142,Specialty,Produce,Food,13.6,5.44,4,Free For All,USA,S,M,3,Bachelors Degree,Bronze,Professional,N,1,$50K - $70K,0,1,Tell Tale,3.4,7.87,6.86,0,0,26,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,Daily Paper,52.06
143,Meat,Meat,Food,5.7,1.824,3,Three for One,Mexico,S,M,4,High School Degree,Bronze,Manual,N,3,$30K - $50K,0,3,Genteel,1.9,11.3,8.3,1,0,34,Supermarket,Orizaba,Veracruz,34791,26354,5062,3375,0,0,1,1,0,In-Store Coupon,125.48
144,Pain Relievers,Health and Hygiene,Non-Consumable,11.52,3.6864,3,Big Promo,Mexico,S,F,2,Graduate Degree,Bronze,Professional,Y,2,$70K - $90K,0,2,Faux Products,3.84,12.4,9.39,0,0,21,Deluxe Supermarket,Merida,Yucatan,30797,20141,6393,4262,1,1,1,1,1,"Sunday Paper, Radio",110.56
145,Snack Foods,Snack Foods,Food,3.46,1.211,2,Free For All,USA,M,M,1,Partial College,Bronze,Management,N,2,$90K - $110K,0,2,Best Choice,1.73,8.24,6.23,0,0,32,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,Daily Paper,52.06
146,Paper Products,Household,Non-Consumable,7.59,3.4155,3,Super Wallet Savers,USA,S,F,1,Bachelors Degree,Bronze,Professional,Y,4,$70K - $90K,0,4,High Quality,2.53,10.5,7.5,0,0,19,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,Cash Register Handout,140.19
147,Fruit,Produce,Food,7.6,3.572,4,Super Wallet Savers,USA,S,M,1,Graduate Degree,Bronze,Management,Y,1,$90K - $110K,0,1,Tell Tale,1.9,20.9,18.8,1,0,8,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,Cash Register Handout,140.19
148,Canned Soup,Canned Foods,Food,5.34,2.3496,3,Sales Galore,USA,S,M,0,Partial High School,Bronze,Professional,Y,3,$90K - $110K,0,3,Blue Label,1.78,17.1,16.1,0,0,34,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,"Daily Paper, Radio, TV",145.41
149,Cold Remedies,Health and Hygiene,Non-Consumable,3.9,1.638,2,Shelf Clearing Days,USA,S,F,3,Partial High School,Normal,Manual,N,0,$10K - $30K,0,0,Consolidated,1.95,15.5,12.5,0,0,29,Supermarket,Bremerton,WA,39696,24390,9184,6122,0,0,1,1,0,Sunday Paper,106.1
150,Pain Relievers,Health and Hygiene,Non-Consumable,9.54,4.6746,3,Bag Stuffers,USA,S,M,3,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,1,Bird Call,3.18,20.5,17.5,1,0,25,Small Grocery,Bellingham,WA,28206,22271,3561,2374,1,0,0,0,0,"Daily Paper, Radio",117.93
151,Canned Shrimp,Canned Foods,Food,4.6,2.116,2,Dollar Cutters,USA,S,F,5,High School Degree,Bronze,Management,Y,1,$70K - $90K,0,1,Better,2.3,8.55,6.55,0,0,29,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,"Sunday Paper, Radio",136.74
152,Hot Beverages,Beverages,Drink,6.96,2.5752,3,Best Savings,Mexico,S,F,2,Partial High School,Bronze,Skilled Manual,Y,2,$30K - $50K,0,2,Landslide,2.32,9.79,7.78,1,0,21,Deluxe Supermarket,Merida,Yucatan,30797,20141,6393,4262,1,1,1,1,1,Radio,53.29
153,Snack Foods,Snack Foods,Food,5.44,2.448,4,Two Day Sale,Mexico,S,F,4,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,1,Fast,1.36,18.4,15.3,0,0,18,Gourmet Supermarket,Camacho,Zacatecas,23759,16844,4149,2766,1,0,1,1,1,"Sunday Paper, Radio, TV",93.11
154,Bread,Baked Goods,Food,3.81,1.4859,3,Save-It Sale,USA,S,M,1,Bachelors Degree,Bronze,Management,N,3,$50K - $70K,0,3,Modell,1.27,14.2,12.1,0,0,3,Supermarket,Los Angeles,CA,23598,14210,5633,3755,0,0,0,0,1,Daily Paper,81.79
155,Hardware,Checkout,Non-Consumable,2.01,0.9849,3,Savings Galore,USA,M,F,1,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,0,3,Black Tie,0.67,10.6,8.6,0,0,8,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,Street Handout,138.53
156,Pure Juice Beverages,Beverages,Drink,5.92,2.6048,2,Go For It,Mexico,S,M,5,Partial High School,Normal,Skilled Manual,N,2,$10K - $30K,0,2,Fabulous,2.96,16.9,13.8,0,0,34,Deluxe Supermarket,Hidalgo,Zacatecas,30584,21938,5188,3458,1,1,1,1,1,Bulk Mail,87.07
157,Fruit,Produce,Food,1.22,0.5856,2,Weekend Markdown,USA,S,M,2,Bachelors Degree,Bronze,Professional,N,1,$70K - $90K,0,1,Tell Tale,0.61,9.33,7.32,1,0,27,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,"Daily Paper, Radio",69.63
158,Drinks,Beverages,Drink,8.52,3.1524,3,Dollar Cutters,USA,S,M,3,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,0,2,Fabulous,2.84,14.5,12.5,0,0,23,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,Street Handout,131.46
159,Frozen Entrees,Frozen Foods,Food,4.28,1.712,2,Two for One,Mexico,S,M,1,Partial College,Bronze,Professional,N,2,$30K - $50K,0,2,PigTail,2.14,14.5,13.5,1,1,35,Deluxe Supermarket,Hidalgo,Zacatecas,30584,21938,5188,3458,1,1,1,1,1,Cash Register Handout,68.63
160,Vegetables,Produce,Food,6.57,2.2338,3,Double Down Sale,USA,S,M,2,Bachelors Degree,Bronze,Professional,N,2,$50K - $70K,0,2,Tell Tale,2.19,14.5,12.5,0,1,23,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,Radio,50.79
161,Starchy Foods,Starchy Foods,Food,1.61,0.5152,1,Price Winners,Mexico,S,F,2,Bachelors Degree,Bronze,Professional,Y,1,$70K - $90K,0,1,Discover,1.61,16,14,1,0,7,Small Grocery,Guadalajara,Jalisco,24597,15012,5751,3834,1,0,0,0,0,Product Attachment,123.72
162,Breakfast Foods,Frozen Foods,Food,3.93,1.3362,3,Dollar Cutters,Mexico,M,M,5,High School Degree,Silver,Manual,Y,3,$30K - $50K,5,3,Carrington,1.31,10.4,8.39,1,1,32,Supermarket,Acapulco,Guerrero,23593,17475,3671,2447,0,0,0,0,0,Bulk Mail,119.26
163,Pure Juice Beverages,Beverages,Drink,6.39,2.4921,3,Price Destroyers,USA,M,F,1,Partial College,Bronze,Management,Y,1,$50K - $70K,1,1,Excellent,2.13,12.6,10.6,1,0,2,Supermarket,Bremerton,WA,39696,24390,9184,6122,0,0,1,1,0,"Sunday Paper, Radio",115.05
164,Snack Foods,Snack Foods,Food,6.9,3.105,3,Super Wallet Savers,USA,S,F,1,Graduate Degree,Bronze,Professional,Y,3,$30K - $50K,0,3,Fort West,2.3,8.32,6.31,0,0,23,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,Cash Register Handout,140.19
165,Carbonated Beverages,Beverages,Drink,3.66,1.098,3,Super Duper Savers,USA,S,M,3,Graduate Degree,Bronze,Professional,N,3,$70K - $90K,0,3,Skinner,1.22,15.2,13.1,1,0,29,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,Daily Paper,91
166,Frozen Desserts,Frozen Foods,Food,11.85,4.8585,3,Price Winners,Mexico,M,M,0,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,1,Golden,3.95,19,16,0,0,11,Supermarket,Acapulco,Guerrero,23593,17475,3671,2447,0,0,0,0,0,Sunday Paper,112.19
167,Canned Soup,Canned Foods,Food,2.34,1.053,3,Super Duper Savers,USA,M,F,1,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,1,3,Better,0.78,9,8,1,0,26,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,"Sunday Paper, Radio",80
168,Vegetables,Produce,Food,7.7,3.157,2,Price Slashers,Mexico,S,F,1,Partial High School,Normal,Skilled Manual,N,4,$50K - $70K,0,4,High Top,3.85,6.82,4.82,1,1,16,Supermarket,Orizaba,Veracruz,34791,26354,5062,3375,0,0,1,1,0,"Sunday Paper, Radio, TV",77.01
169,Pizza,Frozen Foods,Food,1.55,0.7595,1,Savings Galore,USA,S,M,3,High School Degree,Bronze,Manual,N,4,$30K - $50K,0,4,Big Time,1.55,13.6,11.6,1,1,33,Small Grocery,San Francisco,CA,22478,15321,4294,2863,1,0,0,0,0,Cash Register Handout,121.95
170,Hot Beverages,Beverages,Drink,5.14,1.6448,2,Money Savers,Canada,S,M,1,Partial College,Bronze,Clerical,Y,3,$30K - $50K,0,3,BBB Best,2.57,15.2,13.1,1,0,6,Deluxe Supermarket,Vancouver,BC,23112,16418,4016,2678,1,1,1,1,1,Sunday Paper,107.2
171,Magazines,Periodicals,Non-Consumable,1.2,0.516,2,Sales Galore,USA,S,F,1,Partial High School,Bronze,Skilled Manual,Y,1,$10K - $30K,0,1,Robust,0.6,14.4,13.3,0,0,6,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,Product Attachment,149.08
172,Snack Foods,Snack Foods,Food,15.84,4.9104,4,Tip Top Savings,Mexico,S,M,2,High School Degree,Golden,Skilled Manual,N,2,$30K - $50K,0,2,Fort West,3.96,6.78,4.78,0,1,13,Deluxe Supermarket,Hidalgo,Zacatecas,30584,21938,5188,3458,1,1,1,1,1,"Daily Paper, Radio",79.59
173,Vegetables,Produce,Food,1.65,0.6105,3,Best Savings,USA,S,F,1,Bachelors Degree,Silver,Management,N,1,$70K - $90K,0,1,Tri-State,0.55,19.2,17.2,0,0,16,Supermarket,Los Angeles,CA,23598,14210,5633,3755,0,0,0,0,1,"Daily Paper, Radio, TV",53.82
174,Vegetables,Frozen Foods,Food,1.44,0.6336,2,Green Light Days,Mexico,M,F,2,Partial High School,Bronze,Manual,Y,2,$30K - $50K,0,2,Golden,0.72,20.6,18.6,0,1,13,Deluxe Supermarket,Merida,Yucatan,30797,20141,6393,4262,1,1,1,1,1,Sunday Paper,92.57
